S/N,Date,Branch,Pizza Sold,Price,Quantity,Time,Time Range,,
1608,12/8/2015,Ibadan,Chicken Bali,2000,1,8:42:56 AM,Before 9:00am,,
1609,12/15/2015,Lekki,Beef Suya,3000,2,8:42:59 AM,Before 9:00am,,
1610,12/9/2015,Ikoyi,BBQ Chicken,4000,2,8:43:01 AM,Before 9:00am,,
1611,12/4/2015,Ibadan,Chicken Legend,2000,2,8:43:01 AM,Before 9:00am,,
1612,12/8/2015,Lekki,Pepperoni Feast,4000,2,8:43:02 AM,Before 9:00am,,
1613,12/7/2015,Surulere,Pepperoni Feast,4000,5,8:43:03 AM,Before 9:00am,,
1614,12/3/2015,Lekki,Hot Pepperoni Feast,4000,5,8:43:04 AM,Before 9:00am,,
1615,12/12/2015,Ikoyi,Italiano,3000,5,8:43:05 AM,Before 9:00am,,
1616,12/9/2015,Lekki,Hot Pepperoni Feast,4000,2,8:43:05 AM,Before 9:00am,,
1617,12/9/2015,Surulere,Chicken Suya,4000,4,8:43:06 AM,Before 9:00am,,
1618,12/14/2015,Ibadan,Pepperoni Feast,4000,3,8:43:07 AM,Before 9:00am,,
1619,12/3/2015,Lekki,Veggie Supreme,3000,2,8:43:08 AM,Before 9:00am,,
1620,12/7/2015,Surulere,Chicken Bali,2000,2,8:43:09 AM,Before 9:00am,,
1621,12/10/2015,Surulere,BBQ Chicken,4000,3,8:43:09 AM,Before 9:00am,,
1622,12/8/2015,Ikoyi,Chicken Legend,2000,4,8:43:10 AM,Before 9:00am,,
1623,12/15/2015,Gbagada,Pepperoni Feast,4000,5,8:43:14 AM,Before 9:00am,,
1624,12/8/2015,Ibadan,Chicken Feast,2000,4,8:43:14 AM,Before 9:00am,,
1625,12/6/2015,Surulere,Pepperoni Suya,3000,3,8:43:15 AM,Before 9:00am,,
1626,12/15/2015,Lekki,Chicken Legend,2000,5,8:43:16 AM,Before 9:00am,,
1627,12/3/2015,Ibadan,Chicken Bali,2000,5,8:43:17 AM,Before 9:00am,,
1628,12/14/2015,Surulere,Italiano,3000,2,8:43:19 AM,Before 9:00am,,
1629,12/11/2015,Lekki,Pepperoni Feast,4000,1,8:43:19 AM,Before 9:00am,,
1630,12/6/2015,Surulere,Pepperoni Suya,3000,3,8:43:21 AM,Before 9:00am,,
1631,12/5/2015,Ikoyi,Meatzaa,2000,2,8:43:22 AM,Before 9:00am,,
1632,12/6/2015,Ikoyi,Beef Suya,3000,3,8:43:22 AM,Before 9:00am,,
1633,12/3/2015,Gbagada,Hot Pepperoni Feast,4000,2,8:43:22 AM,Before 9:00am,,
1634,12/9/2015,Lekki,Veggie Supreme,3000,2,8:43:23 AM,Before 9:00am,,
1635,12/7/2015,Ikoyi,Chicken Suya,4000,1,8:43:25 AM,Before 9:00am,,
1636,12/14/2015,Ibadan,BBQ Chicken,4000,4,8:43:26 AM,Before 9:00am,,
1637,12/6/2015,Surulere,BBQ Chicken,4000,3,8:43:31 AM,Before 9:00am,,
1638,12/11/2015,Lekki,Veggie Supreme,3000,4,8:43:31 AM,Before 9:00am,,
1639,12/15/2015,Ibadan,Pepperoni Suya,3000,2,8:43:32 AM,Before 9:00am,,
1640,12/15/2015,Gbagada,BBQ Philly Steak,4000,1,8:43:34 AM,Before 9:00am,,
1641,12/13/2015,Ibadan,BBQ Philly Steak,4000,5,8:43:34 AM,Before 9:00am,,
1642,12/6/2015,Ibadan,Hot Veggie,4000,2,8:43:35 AM,Before 9:00am,,
1643,12/15/2015,Ikoyi,BBQ Chicken,4000,3,8:43:37 AM,Before 9:00am,,
1644,12/7/2015,Ikoyi,Chicken Feast,2000,4,8:43:38 AM,Before 9:00am,,
1645,12/8/2015,Gbagada,Chicken Legend,2000,2,8:43:39 AM,Before 9:00am,,
1646,12/8/2015,Ibadan,Chicken Bali,2000,1,8:43:43 AM,Before 9:00am,,
1647,12/6/2015,Surulere,Pepperoni Suya,3000,4,8:43:48 AM,Before 9:00am,,
1648,12/6/2015,Lekki,Hot Veggie,4000,2,8:43:49 AM,Before 9:00am,,
1649,12/4/2015,Lekki,Chicken Suya,4000,5,8:43:49 AM,Before 9:00am,,
1650,12/7/2015,Ikoyi,Pepperoni Feast,4000,2,8:43:50 AM,Before 9:00am,,
1651,12/11/2015,Ibadan,Chicken Suya,4000,2,8:43:50 AM,Before 9:00am,,
1652,12/4/2015,Lekki,Pepperoni Feast,4000,4,8:43:51 AM,Before 9:00am,,
1653,12/6/2015,Ikoyi,Pepperoni Suya,3000,2,8:43:52 AM,Before 9:00am,,
1654,12/8/2015,Gbagada,Chicken Feast,2000,1,8:43:54 AM,Before 9:00am,,
1655,12/4/2015,Ibadan,Beef Suya,3000,4,8:43:55 AM,Before 9:00am,,
1656,12/3/2015,Ikoyi,Italiano,3000,2,8:43:56 AM,Before 9:00am,,
1657,12/6/2015,Gbagada,Chicken Legend,2000,3,8:43:58 AM,Before 9:00am,,
1658,12/5/2015,Lekki,Chicken Legend,2000,2,8:43:59 AM,Before 9:00am,,
1659,12/3/2015,Ikoyi,Meatzaa,2000,1,8:44:00 AM,Before 9:00am,,
1660,12/5/2015,Ibadan,Italiano,3000,4,8:44:02 AM,Before 9:00am,,
1661,12/12/2015,Lekki,Pepperoni Suya,3000,3,8:44:03 AM,Before 9:00am,,
1662,12/9/2015,Ibadan,Meatzaa,2000,1,8:44:03 AM,Before 9:00am,,
1663,12/7/2015,Gbagada,Hot Veggie,4000,5,8:44:06 AM,Before 9:00am,,
1664,12/4/2015,Ikoyi,BBQ Philly Steak,4000,3,8:44:06 AM,Before 9:00am,,
1665,12/4/2015,Surulere,Chicken Suya,4000,1,8:44:06 AM,Before 9:00am,,
1666,12/5/2015,Surulere,BBQ Philly Steak,4000,3,8:44:12 AM,Before 9:00am,,
1667,12/10/2015,Ikoyi,Chicken Legend,2000,4,8:44:16 AM,Before 9:00am,,
1668,12/6/2015,Ikoyi,Beef Suya,3000,1,8:44:18 AM,Before 9:00am,,
1669,12/8/2015,Gbagada,Meatzaa,2000,3,8:44:21 AM,Before 9:00am,,
1670,12/15/2015,Surulere,Extravaganza,2000,5,8:44:21 AM,Before 9:00am,,
1671,12/14/2015,Ibadan,Chicken Bali,2000,1,8:44:22 AM,Before 9:00am,,
1672,12/8/2015,Ikoyi,Pepperoni Feast,4000,2,8:44:22 AM,Before 9:00am,,
1673,12/15/2015,Lekki,Hot Pepperoni Feast,4000,3,8:44:23 AM,Before 9:00am,,
1674,12/13/2015,Surulere,Veggie Supreme,3000,5,8:44:24 AM,Before 9:00am,,
1675,12/10/2015,Lekki,BBQ Chicken,4000,1,8:44:25 AM,Before 9:00am,,
1676,12/12/2015,Ibadan,BBQ Chicken,4000,2,8:44:25 AM,Before 9:00am,,
1677,12/12/2015,Lekki,Pepperoni Suya,3000,5,8:44:26 AM,Before 9:00am,,
1678,12/13/2015,Ikoyi,Chicken Feast,2000,2,8:44:29 AM,Before 9:00am,,
1679,12/6/2015,Surulere,Margarita,4000,2,8:44:29 AM,Before 9:00am,,
1680,12/5/2015,Gbagada,Chicken Bali,2000,4,8:44:30 AM,Before 9:00am,,
1681,12/11/2015,Ibadan,Hot Pepperoni Feast,4000,5,8:44:30 AM,Before 9:00am,,
1682,12/9/2015,Lekki,Italiano,3000,4,8:44:34 AM,Before 9:00am,,
1683,12/3/2015,Lekki,Beef Suya,3000,3,8:44:35 AM,Before 9:00am,,
1684,12/10/2015,Ikoyi,BBQ Philly Steak,4000,2,8:44:37 AM,Before 9:00am,,
1685,12/6/2015,Ibadan,Chicken Legend,2000,4,8:44:38 AM,Before 9:00am,,
1686,12/3/2015,Ikoyi,Pepperoni Suya,3000,1,8:44:40 AM,Before 9:00am,,
1687,12/15/2015,Surulere,Chicken Feast,2000,4,8:44:41 AM,Before 9:00am,,
1688,12/11/2015,Ibadan,Hot Veggie,4000,2,8:44:42 AM,Before 9:00am,,
1689,12/8/2015,Gbagada,Veggie Supreme,3000,4,8:44:43 AM,Before 9:00am,,
1690,12/12/2015,Lekki,BBQ Philly Steak,4000,3,8:44:43 AM,Before 9:00am,,
1691,12/3/2015,Surulere,BBQ Philly Steak,4000,2,8:44:45 AM,Before 9:00am,,
1692,12/12/2015,Ikoyi,Chicken Legend,2000,4,8:44:45 AM,Before 9:00am,,
1693,12/6/2015,Surulere,Italiano,3000,3,8:44:47 AM,Before 9:00am,,
1694,12/5/2015,Surulere,BBQ Chicken,4000,3,8:44:48 AM,Before 9:00am,,
1695,12/7/2015,Surulere,Pepperoni Feast,4000,2,8:44:51 AM,Before 9:00am,,
1696,12/15/2015,Surulere,Chicken Feast,2000,4,8:44:53 AM,Before 9:00am,,
1697,12/14/2015,Gbagada,Margarita,4000,3,8:44:56 AM,Before 9:00am,,
1698,12/11/2015,Surulere,Veggie Supreme,3000,5,8:44:56 AM,Before 9:00am,,
1699,12/5/2015,Lekki,Hot Pepperoni Feast,4000,2,8:44:57 AM,Before 9:00am,,
1700,12/6/2015,Lekki,Chicken Legend,2000,4,8:44:59 AM,Before 9:00am,,
1701,12/15/2015,Gbagada,BBQ Philly Steak,4000,3,8:45:03 AM,Before 9:00am,,
1702,12/14/2015,Gbagada,BBQ Philly Steak,4000,1,8:45:06 AM,Before 9:00am,,
1703,12/4/2015,Gbagada,Meatzaa,2000,2,8:45:06 AM,Before 9:00am,,
1704,12/12/2015,Lekki,Margarita,4000,3,8:45:09 AM,Before 9:00am,,
1705,12/13/2015,Surulere,Chicken Feast,2000,2,8:45:09 AM,Before 9:00am,,
1706,12/5/2015,Ibadan,Hot Pepperoni Feast,4000,3,8:45:10 AM,Before 9:00am,,
1707,12/14/2015,Gbagada,Italiano,3000,2,8:45:10 AM,Before 9:00am,,
1708,12/10/2015,Lekki,Chicken Suya,4000,2,8:45:10 AM,Before 9:00am,,
1709,12/8/2015,Ibadan,Hot Pepperoni Feast,4000,2,8:45:11 AM,Before 9:00am,,
1710,12/10/2015,Surulere,Chicken Suya,4000,4,8:45:11 AM,Before 9:00am,,
1711,12/7/2015,Ikoyi,Chicken Feast,2000,1,8:45:11 AM,Before 9:00am,,
1712,12/4/2015,Gbagada,Beef Suya,3000,3,8:45:11 AM,Before 9:00am,,
1713,12/10/2015,Lekki,Chicken Bali,2000,4,8:45:13 AM,Before 9:00am,,
1714,12/15/2015,Surulere,Chicken Feast,2000,2,8:45:14 AM,Before 9:00am,,
1715,12/6/2015,Gbagada,Pepperoni Feast,4000,1,8:45:16 AM,Before 9:00am,,
1716,12/5/2015,Surulere,Chicken Bali,2000,5,8:45:18 AM,Before 9:00am,,
1717,12/12/2015,Gbagada,Chicken Suya,4000,4,8:45:19 AM,Before 9:00am,,
1718,12/3/2015,Gbagada,Beef Suya,3000,5,8:45:20 AM,Before 9:00am,,
1719,12/3/2015,Surulere,Italiano,3000,1,8:45:21 AM,Before 9:00am,,
1720,12/5/2015,Gbagada,Chicken Feast,2000,1,8:45:21 AM,Before 9:00am,,
1721,12/11/2015,Surulere,BBQ Chicken,4000,1,8:45:21 AM,Before 9:00am,,
1722,12/13/2015,Ikoyi,Chicken Bali,2000,4,8:45:28 AM,Before 9:00am,,
1723,12/12/2015,Ibadan,Chicken Feast,2000,3,8:45:31 AM,Before 9:00am,,
1724,12/7/2015,Ibadan,Chicken Bali,2000,4,8:45:33 AM,Before 9:00am,,
1725,12/13/2015,Surulere,Margarita,4000,4,8:45:35 AM,Before 9:00am,,
1726,12/12/2015,Ikoyi,Beef Suya,3000,5,8:45:37 AM,Before 9:00am,,
1727,12/6/2015,Lekki,Beef Suya,3000,4,8:45:38 AM,Before 9:00am,,
1728,12/4/2015,Ikoyi,Italiano,3000,4,8:45:40 AM,Before 9:00am,,
1729,12/6/2015,Ikoyi,BBQ Chicken,4000,2,8:45:43 AM,Before 9:00am,,
1730,12/10/2015,Lekki,Italiano,3000,3,8:45:43 AM,Before 9:00am,,
1731,12/3/2015,Ikoyi,Chicken Suya,4000,5,8:45:45 AM,Before 9:00am,,
1732,12/10/2015,Surulere,Pepperoni Suya,3000,4,8:45:45 AM,Before 9:00am,,
1733,12/4/2015,Ikoyi,Meatzaa,2000,2,8:45:47 AM,Before 9:00am,,
1734,12/5/2015,Gbagada,Hot Veggie,4000,1,8:45:47 AM,Before 9:00am,,
1735,12/8/2015,Gbagada,BBQ Chicken,4000,3,8:45:47 AM,Before 9:00am,,
1736,12/9/2015,Gbagada,Pepperoni Feast,4000,2,8:45:51 AM,Before 9:00am,,
1737,12/6/2015,Gbagada,Chicken Feast,2000,3,8:45:52 AM,Before 9:00am,,
1738,12/12/2015,Gbagada,Chicken Feast,2000,3,8:45:53 AM,Before 9:00am,,
1739,12/15/2015,Ibadan,Hot Pepperoni Feast,4000,4,8:45:55 AM,Before 9:00am,,
1740,12/6/2015,Ikoyi,Chicken Suya,4000,3,8:45:57 AM,Before 9:00am,,
1741,12/12/2015,Gbagada,Beef Suya,3000,3,8:45:59 AM,Before 9:00am,,
1742,12/5/2015,Gbagada,Chicken Feast,2000,5,8:46:01 AM,Before 9:00am,,
1743,12/8/2015,Gbagada,Meatzaa,2000,1,8:46:01 AM,Before 9:00am,,
1744,12/9/2015,Ibadan,Chicken Suya,4000,2,8:46:02 AM,Before 9:00am,,
1745,12/7/2015,Gbagada,Italiano,3000,5,8:46:03 AM,Before 9:00am,,
1746,12/15/2015,Surulere,Meatzaa,2000,3,8:46:06 AM,Before 9:00am,,
1747,12/11/2015,Lekki,BBQ Chicken,4000,4,8:46:08 AM,Before 9:00am,,
1748,12/5/2015,Gbagada,Chicken Suya,4000,3,8:46:09 AM,Before 9:00am,,
1749,12/4/2015,Ibadan,BBQ Chicken,4000,5,8:46:11 AM,Before 9:00am,,
1750,12/14/2015,Ibadan,BBQ Philly Steak,4000,3,8:46:14 AM,Before 9:00am,,
1751,12/4/2015,Ikoyi,Pepperoni Feast,4000,1,8:46:15 AM,Before 9:00am,,
1752,12/3/2015,Gbagada,Beef Suya,3000,3,8:46:17 AM,Before 9:00am,,
1753,12/7/2015,Lekki,Pepperoni Suya,3000,5,8:46:17 AM,Before 9:00am,,
1754,12/14/2015,Gbagada,Hot Veggie,4000,5,8:46:17 AM,Before 9:00am,,
1755,12/11/2015,Ibadan,Extravaganza,2000,3,8:46:18 AM,Before 9:00am,,
1756,12/6/2015,Ibadan,Hot Pepperoni Feast,4000,5,8:46:24 AM,Before 9:00am,,
1757,12/11/2015,Surulere,Chicken Bali,2000,2,8:46:24 AM,Before 9:00am,,
1758,12/3/2015,Gbagada,Chicken Bali,2000,3,8:46:25 AM,Before 9:00am,,
1759,12/15/2015,Ikoyi,Hot Veggie,4000,1,8:46:26 AM,Before 9:00am,,
1760,12/3/2015,Gbagada,Chicken Suya,4000,1,8:46:26 AM,Before 9:00am,,
1761,12/3/2015,Gbagada,Hot Veggie,4000,4,8:46:27 AM,Before 9:00am,,
1762,12/5/2015,Ibadan,Hot Pepperoni Feast,4000,1,8:46:27 AM,Before 9:00am,,
1763,12/12/2015,Lekki,Veggie Supreme,3000,2,8:46:28 AM,Before 9:00am,,
1764,12/9/2015,Lekki,Veggie Supreme,3000,4,8:46:28 AM,Before 9:00am,,
1765,12/6/2015,Surulere,Extravaganza,2000,2,8:46:31 AM,Before 9:00am,,
1766,12/8/2015,Ibadan,Chicken Bali,2000,1,8:46:31 AM,Before 9:00am,,
1767,12/6/2015,Gbagada,Veggie Supreme,3000,4,8:46:35 AM,Before 9:00am,,
1768,12/10/2015,Gbagada,Pepperoni Suya,3000,3,8:46:37 AM,Before 9:00am,,
1769,12/13/2015,Ibadan,Chicken Feast,2000,1,8:46:37 AM,Before 9:00am,,
1770,12/12/2015,Lekki,Extravaganza,2000,2,8:46:40 AM,Before 9:00am,,
1771,12/7/2015,Lekki,BBQ Philly Steak,4000,3,8:46:40 AM,Before 9:00am,,
1772,12/4/2015,Ibadan,Hot Pepperoni Feast,4000,1,8:46:41 AM,Before 9:00am,,
1773,12/12/2015,Ikoyi,Hot Veggie,4000,3,8:46:44 AM,Before 9:00am,,
1774,12/13/2015,Ikoyi,Pepperoni Feast,4000,3,8:46:45 AM,Before 9:00am,,
1775,12/8/2015,Ibadan,Extravaganza,2000,5,8:46:45 AM,Before 9:00am,,
1776,12/15/2015,Ikoyi,Veggie Supreme,3000,2,8:46:45 AM,Before 9:00am,,
1777,12/10/2015,Ibadan,Meatzaa,2000,1,8:46:47 AM,Before 9:00am,,
1778,12/13/2015,Surulere,Hot Pepperoni Feast,4000,5,8:46:48 AM,Before 9:00am,,
1779,12/8/2015,Surulere,Margarita,4000,3,8:46:49 AM,Before 9:00am,,
1780,12/15/2015,Ibadan,Chicken Legend,2000,4,8:46:50 AM,Before 9:00am,,
1781,12/3/2015,Lekki,Pepperoni Suya,3000,1,8:46:50 AM,Before 9:00am,,
1782,12/7/2015,Surulere,Meatzaa,2000,2,8:46:50 AM,Before 9:00am,,
1783,12/14/2015,Surulere,Pepperoni Feast,4000,1,8:46:52 AM,Before 9:00am,,
1784,12/10/2015,Ibadan,BBQ Chicken,4000,2,8:46:53 AM,Before 9:00am,,
1785,12/4/2015,Ikoyi,Chicken Bali,2000,1,8:46:54 AM,Before 9:00am,,
1786,12/8/2015,Surulere,Beef Suya,3000,2,8:46:56 AM,Before 9:00am,,
1787,12/8/2015,Gbagada,BBQ Chicken,4000,1,8:46:56 AM,Before 9:00am,,
1788,12/4/2015,Gbagada,Pepperoni Suya,3000,5,8:46:57 AM,Before 9:00am,,
1789,12/11/2015,Ibadan,Pepperoni Feast,4000,4,8:46:58 AM,Before 9:00am,,
1790,12/10/2015,Lekki,Pepperoni Feast,4000,3,8:46:58 AM,Before 9:00am,,
1791,12/13/2015,Lekki,Margarita,4000,5,8:46:58 AM,Before 9:00am,,
1792,12/13/2015,Lekki,Meatzaa,2000,5,8:47:01 AM,Before 9:00am,,
1793,12/10/2015,Lekki,Italiano,3000,2,8:47:02 AM,Before 9:00am,,
1794,12/9/2015,Gbagada,BBQ Chicken,4000,3,8:47:03 AM,Before 9:00am,,
1795,12/6/2015,Ikoyi,Margarita,4000,2,8:47:04 AM,Before 9:00am,,
1796,12/3/2015,Surulere,BBQ Philly Steak,4000,3,8:47:06 AM,Before 9:00am,,
1797,12/14/2015,Ikoyi,Meatzaa,2000,4,8:47:08 AM,Before 9:00am,,
1798,12/10/2015,Surulere,Hot Veggie,4000,2,8:47:08 AM,Before 9:00am,,
1799,12/10/2015,Ikoyi,Extravaganza,2000,5,8:47:09 AM,Before 9:00am,,
1800,12/5/2015,Ibadan,Hot Veggie,4000,2,8:47:10 AM,Before 9:00am,,
1801,12/9/2015,Gbagada,Pepperoni Suya,3000,3,8:47:11 AM,Before 9:00am,,
1802,12/9/2015,Ibadan,Chicken Legend,2000,3,8:47:13 AM,Before 9:00am,,
1803,12/15/2015,Lekki,Chicken Feast,2000,4,8:47:14 AM,Before 9:00am,,
1804,12/14/2015,Ibadan,BBQ Philly Steak,4000,2,8:47:15 AM,Before 9:00am,,
1805,12/3/2015,Lekki,Pepperoni Feast,4000,1,8:47:16 AM,Before 9:00am,,
1806,12/15/2015,Lekki,Pepperoni Suya,3000,5,8:47:18 AM,Before 9:00am,,
1807,12/9/2015,Ibadan,BBQ Chicken,4000,5,8:47:19 AM,Before 9:00am,,
1808,12/3/2015,Lekki,Hot Veggie,4000,2,8:47:21 AM,Before 9:00am,,
1809,12/7/2015,Ikoyi,Pepperoni Suya,3000,4,8:47:22 AM,Before 9:00am,,
1810,12/14/2015,Ibadan,Hot Veggie,4000,1,8:47:22 AM,Before 9:00am,,
1811,12/15/2015,Ikoyi,Pepperoni Feast,4000,5,8:47:23 AM,Before 9:00am,,
1812,12/7/2015,Ikoyi,Hot Pepperoni Feast,4000,2,8:47:24 AM,Before 9:00am,,
1813,12/4/2015,Gbagada,Chicken Suya,4000,2,8:47:24 AM,Before 9:00am,,
1814,12/14/2015,Surulere,BBQ Chicken,4000,1,8:47:25 AM,Before 9:00am,,
1815,12/10/2015,Ikoyi,Beef Suya,3000,4,8:47:25 AM,Before 9:00am,,
1816,12/15/2015,Ikoyi,Italiano,3000,5,8:47:26 AM,Before 9:00am,,
1817,12/12/2015,Lekki,Hot Pepperoni Feast,4000,3,8:47:28 AM,Before 9:00am,,
1818,12/5/2015,Gbagada,BBQ Philly Steak,4000,2,8:47:28 AM,Before 9:00am,,
1819,12/7/2015,Surulere,Chicken Suya,4000,3,8:47:29 AM,Before 9:00am,,
1820,12/4/2015,Surulere,Beef Suya,3000,1,8:47:29 AM,Before 9:00am,,
1821,12/9/2015,Surulere,Chicken Suya,4000,3,8:47:29 AM,Before 9:00am,,
1822,12/12/2015,Gbagada,Chicken Suya,4000,3,8:47:30 AM,Before 9:00am,,
1823,12/4/2015,Gbagada,Chicken Feast,2000,1,8:47:33 AM,Before 9:00am,,
1824,12/6/2015,Surulere,Chicken Suya,4000,3,8:47:34 AM,Before 9:00am,,
1825,12/5/2015,Ikoyi,Pepperoni Suya,3000,4,8:47:37 AM,Before 9:00am,,
1826,12/15/2015,Ikoyi,Pepperoni Suya,3000,2,8:47:40 AM,Before 9:00am,,
1827,12/15/2015,Ikoyi,BBQ Chicken,4000,2,8:47:41 AM,Before 9:00am,,
1828,12/3/2015,Ikoyi,Chicken Feast,2000,2,8:47:43 AM,Before 9:00am,,
1829,12/13/2015,Ibadan,Beef Suya,3000,1,8:47:45 AM,Before 9:00am,,
1830,12/8/2015,Surulere,Chicken Legend,2000,3,8:47:46 AM,Before 9:00am,,
1831,12/11/2015,Ikoyi,Extravaganza,2000,5,8:47:49 AM,Before 9:00am,,
1832,12/7/2015,Surulere,BBQ Chicken,4000,2,8:47:52 AM,Before 9:00am,,
1833,12/8/2015,Lekki,Meatzaa,2000,1,8:47:52 AM,Before 9:00am,,
1834,12/6/2015,Ibadan,Pepperoni Feast,4000,3,8:47:52 AM,Before 9:00am,,
1835,12/6/2015,Surulere,Veggie Supreme,3000,4,8:47:53 AM,Before 9:00am,,
1836,12/10/2015,Ikoyi,Chicken Suya,4000,4,8:47:56 AM,Before 9:00am,,
1837,12/8/2015,Lekki,BBQ Philly Steak,4000,3,8:47:57 AM,Before 9:00am,,
1838,12/14/2015,Gbagada,Margarita,4000,3,8:47:57 AM,Before 9:00am,,
1839,12/7/2015,Ikoyi,Pepperoni Suya,3000,3,8:47:59 AM,Before 9:00am,,
1840,12/4/2015,Ibadan,Veggie Supreme,3000,3,8:48:01 AM,Before 9:00am,,
1841,12/13/2015,Ikoyi,Hot Pepperoni Feast,4000,3,8:48:03 AM,Before 9:00am,,
1842,12/3/2015,Surulere,Italiano,3000,1,8:48:05 AM,Before 9:00am,,
1843,12/15/2015,Gbagada,Chicken Legend,2000,5,8:48:05 AM,Before 9:00am,,
1844,12/4/2015,Ibadan,Chicken Suya,4000,3,8:48:08 AM,Before 9:00am,,
1845,12/13/2015,Ikoyi,Veggie Supreme,3000,5,8:48:09 AM,Before 9:00am,,
1846,12/7/2015,Gbagada,Italiano,3000,3,8:48:09 AM,Before 9:00am,,
1847,12/7/2015,Surulere,Beef Suya,3000,2,8:48:10 AM,Before 9:00am,,
1848,12/5/2015,Gbagada,Hot Pepperoni Feast,4000,3,8:48:12 AM,Before 9:00am,,
1849,12/7/2015,Surulere,Beef Suya,3000,5,8:48:12 AM,Before 9:00am,,
1850,12/7/2015,Ikoyi,Beef Suya,3000,2,8:48:13 AM,Before 9:00am,,
1851,12/9/2015,Ibadan,Chicken Legend,2000,2,8:48:13 AM,Before 9:00am,,
1852,12/3/2015,Lekki,BBQ Philly Steak,4000,2,8:48:15 AM,Before 9:00am,,
1853,12/6/2015,Surulere,BBQ Chicken,4000,2,8:48:15 AM,Before 9:00am,,
1854,12/3/2015,Ibadan,BBQ Philly Steak,4000,5,8:48:17 AM,Before 9:00am,,
1855,12/10/2015,Surulere,Beef Suya,3000,1,8:48:21 AM,Before 9:00am,,
1856,12/12/2015,Ibadan,BBQ Chicken,4000,5,8:48:22 AM,Before 9:00am,,
1857,12/15/2015,Lekki,Pepperoni Suya,3000,2,8:48:25 AM,Before 9:00am,,
1858,12/10/2015,Ikoyi,BBQ Philly Steak,4000,3,8:48:26 AM,Before 9:00am,,
1859,12/5/2015,Ikoyi,Hot Veggie,4000,4,8:48:27 AM,Before 9:00am,,
1860,12/10/2015,Gbagada,BBQ Philly Steak,4000,1,8:48:28 AM,Before 9:00am,,
1861,12/13/2015,Gbagada,BBQ Chicken,4000,1,8:48:33 AM,Before 9:00am,,
1862,12/7/2015,Surulere,Extravaganza,2000,5,8:48:34 AM,Before 9:00am,,
1863,12/4/2015,Ibadan,BBQ Philly Steak,4000,3,8:48:36 AM,Before 9:00am,,
1864,12/13/2015,Gbagada,Veggie Supreme,3000,2,8:48:36 AM,Before 9:00am,,
1865,12/7/2015,Ibadan,Chicken Feast,2000,3,8:48:37 AM,Before 9:00am,,
1866,12/12/2015,Surulere,Beef Suya,3000,2,8:48:37 AM,Before 9:00am,,
1867,12/9/2015,Gbagada,Chicken Feast,2000,1,8:48:38 AM,Before 9:00am,,
1868,12/5/2015,Gbagada,BBQ Chicken,4000,5,8:48:38 AM,Before 9:00am,,
1869,12/11/2015,Ikoyi,Pepperoni Suya,3000,4,8:48:39 AM,Before 9:00am,,
1870,12/14/2015,Lekki,Pepperoni Feast,4000,2,8:48:40 AM,Before 9:00am,,
1871,12/12/2015,Lekki,Margarita,4000,2,8:48:40 AM,Before 9:00am,,
1872,12/8/2015,Ibadan,Beef Suya,3000,1,8:48:41 AM,Before 9:00am,,
1873,12/5/2015,Lekki,Hot Pepperoni Feast,4000,3,8:48:42 AM,Before 9:00am,,
1874,12/15/2015,Ikoyi,Beef Suya,3000,2,8:48:43 AM,Before 9:00am,,
1875,12/7/2015,Surulere,Hot Pepperoni Feast,4000,3,8:48:43 AM,Before 9:00am,,
1876,12/11/2015,Surulere,Italiano,3000,3,8:48:44 AM,Before 9:00am,,
1877,12/9/2015,Surulere,Chicken Feast,2000,2,8:48:45 AM,Before 9:00am,,
1878,12/14/2015,Ibadan,Chicken Bali,2000,3,8:48:47 AM,Before 9:00am,,
1879,12/15/2015,Gbagada,Italiano,3000,1,8:48:47 AM,Before 9:00am,,
1880,12/11/2015,Gbagada,Pepperoni Suya,3000,5,8:48:47 AM,Before 9:00am,,
1881,12/7/2015,Surulere,Italiano,3000,1,8:48:47 AM,Before 9:00am,,
1882,12/10/2015,Lekki,Pepperoni Suya,3000,1,8:48:48 AM,Before 9:00am,,
1883,12/5/2015,Ikoyi,Meatzaa,2000,5,8:48:48 AM,Before 9:00am,,
1884,12/10/2015,Ibadan,BBQ Chicken,4000,3,8:48:48 AM,Before 9:00am,,
1885,12/13/2015,Ikoyi,Beef Suya,3000,5,8:48:49 AM,Before 9:00am,,
1886,12/14/2015,Gbagada,Beef Suya,3000,3,8:48:50 AM,Before 9:00am,,
1887,12/10/2015,Ikoyi,Chicken Suya,4000,1,8:48:50 AM,Before 9:00am,,
1888,12/12/2015,Gbagada,Beef Suya,3000,1,8:48:51 AM,Before 9:00am,,
1889,12/11/2015,Ikoyi,Chicken Suya,4000,2,8:48:51 AM,Before 9:00am,,
1890,12/11/2015,Ibadan,Extravaganza,2000,5,8:48:52 AM,Before 9:00am,,
1891,12/8/2015,Gbagada,Chicken Feast,2000,4,8:48:52 AM,Before 9:00am,,
1892,12/4/2015,Gbagada,BBQ Philly Steak,4000,2,8:48:53 AM,Before 9:00am,,
1893,12/14/2015,Gbagada,Chicken Feast,2000,1,8:48:53 AM,Before 9:00am,,
1894,12/15/2015,Ibadan,Chicken Suya,4000,1,8:48:53 AM,Before 9:00am,,
1895,12/15/2015,Ibadan,Chicken Feast,2000,1,8:48:55 AM,Before 9:00am,,
